"local";"n";"pct"
"Hospital";"58";"93,54838709677419"
"Outro estabelecimento de saúde";"1";"1,61290322580645"
"Domicílio";"1";"1,61290322580645"
"Via pública";"0";"0,00000000000000"
"Outros";"2";"3,22580645161290"
"Ignorado";"0";"0,00000000000000"
