"obitos_shg_Cocais";"obitos_shg_Estado";"nascidos_vivos_Cocais";"nascidos_vivos_Estado";"obitos_shg_Resto";"nascidos_vivos_Resto"
"5";"62";"32181";"263228";"57";"231047"
